business_name,business_postal_code,inspection_date,month,day,inspection_score,risk_category
CHLOE'S,94114,2018-05-24,5,24,92.0,Moderate Risk
Dartealing Lounge,94107,2017-05-18,5,18,89.0,Moderate Risk
Darioush Inc.,94115,2019-02-15,2,15,94.0,Low Risk
Golden Wok,94132,2017-07-20,7,20,61.0,Low Risk
Cafe Venue,94103,2018-02-05,2,5,92.0,Moderate Risk
Waterfront Bakery,94133,2017-01-23,1,23,94.0,Low Risk
Casa Mayah Restaurant,94102,2017-04-18,4,18,73.0,Low Risk
Wayfare Tavern,94111,2019-03-01,3,1,83.0,Moderate Risk
The Organic Coup,94103,2018-05-15,5,15,98.0,Low Risk
RM 212,94111,2018-06-22,6,22,77.0,Low Risk
Casablanca,94123,2018-12-07,12,7,87.0,Moderate Risk
Mizutani Sushi Bar,94118,2019-06-26,6,26,88.0,Low Risk
360 Gourmet Burrito,94104,2019-04-17,4,17,90.0,Low Risk
La Espiga De Oro,94110,2019-04-30,4,30,81.0,Moderate Risk
Red Hill Station,94110,2017-10-03,10,3,94.0,Low Risk
METRO HONG KONG DESSERT,94108,2019-08-05,8,5,72.0,High Risk
Jayhoon Fedaiy,94109,2016-12-27,12,27,82.0,Low Risk
Chaat Corner,94107,2018-10-01,10,1,54.0,Low Risk
SUPER STAR RESTAURANT,94112,2017-07-05,7,5,76.0,High Risk
Mission Asia Noodle,94112,2019-02-13,2,13,87.0,Moderate Risk
RUSSIAN CENTER SOCIAL HALL,94115,2018-05-30,5,30,90.0,Moderate Risk
CINCO DE MAYO TAQUERIA & GROCERY,94134,2019-02-06,2,6,81.0,Moderate Risk
Carmelina's Cafe,94103,2017-01-06,1,6,87.0,High Risk
"Spro, LLC",94158,2017-07-24,7,24,92.0,Moderate Risk
Oscar Burger & Deli,94124,2017-07-27,7,27,83.0,Moderate Risk
Cordon Bleu,94109,2018-06-26,6,26,80.0,Moderate Risk
Sabella & LaTorre Seafood,94133,2019-06-04,6,4,90.0,Low Risk
Chef Hunan,94112,2018-06-06,6,6,82.0,Low Risk
Original Bakery,94133,2018-11-29,11,29,94.0,Low Risk
Papito,94107,2019-05-21,5,21,88.0,Low Risk
Poke Bowl,94112,2017-04-12,4,12,88.0,Low Risk
F2 Founders LLC,94102,2019-03-01,3,1,83.0,Moderate Risk
Chennai Kings,94133,2018-06-13,6,13,80.0,Low Risk
Kama Sushi Soma,94103,2017-11-28,11,28,80.0,Low Risk
"The Estate Kitchen, LLC",94107,2019-07-17,7,17,84.0,Moderate Risk
LA REYNA BAKERY,94110,2017-05-11,5,11,88.0,Low Risk
Jo Jo's Cafe,94112,2018-05-07,5,7,90.0,Moderate Risk
SENIORE'S PIZZA,94116,2019-08-06,8,6,90.0,Low Risk
Kung Food,94117,2018-05-01,5,1,81.0,Low Risk
"VANDA SIAM RESTAURANT, LLC",94111,2018-10-10,10,10,88.0,Moderate Risk
Irelands 32,94118,2019-06-20,6,20,70.0,Moderate Risk
Cool Cravings,94102,2018-07-06,7,6,80.0,Low Risk
MANIVANH THAI RESTAURANT,94110,2019-03-21,3,21,75.0,High Risk
Laksa,94110,2017-01-18,1,18,88.0,Low Risk
CHOUQUET'S,94115,2019-02-21,2,21,82.0,Low Risk
Nomica,94114,2019-05-29,5,29,87.0,Low Risk
ZHONG SHAN RESTAURANT,94116,2019-06-28,6,28,86.0,Low Risk
Lung Fung Bakery,94121,2018-05-30,5,30,85.0,Moderate Risk
Angkor Borei Restaurant,94110,2016-12-20,12,20,94.0,Low Risk
HARVEY'S,94114,2017-11-27,11,27,94.0,Low Risk
Tad's,94102,2019-07-02,7,2,88.0,Moderate Risk
Manila Bowl,94103,2019-08-01,8,1,89.0,Moderate Risk
Tenderloin Grocery & Liquor,94102,2018-06-04,6,4,92.0,Low Risk
Happy Family Gourmet Inc,94116,2017-06-01,6,1,71.0,Moderate Risk
Juice Craze,94132,2017-03-30,3,30,92.0,Low Risk
Bon Nene,94110,2018-01-23,1,23,90.0,Moderate Risk
La Mar Cebicheria Peruana,94111,2019-03-14,3,14,87.0,High Risk
LEAPING LEMUR CAFE,94132,2018-07-17,7,17,94.0,Moderate Risk
CITY'S CHOICE,94107,2019-07-01,7,1,92.0,Low Risk
Gourmet Carousel,94109,2019-06-24,6,24,78.0,Moderate Risk
IMMACULATE CONCPTION ACADEMY,94110,2017-09-11,9,11,98.0,Low Risk
L & L Hawaiian Barbecue,94108,2016-08-24,8,24,86.0,Moderate Risk
Wetzel's Pretzels,94103,2019-01-16,1,16,87.0,Moderate Risk
LA TAQUERIA,94110,2017-09-20,9,20,87.0,Low Risk
Azalina's Kitchen,94124,2017-01-24,1,24,92.0,Low Risk
McAllister Grocery & Deli,94102,2018-04-23,4,23,90.0,Low Risk
Ganim's Market,94107,2017-01-12,1,12,94.0,Low Risk
Joey and Pat's Bakery & Coffee,94110,2019-05-08,5,8,92.0,Moderate Risk
Peet's Coffee & Tea,94105,2019-02-28,2,28,92.0,Low Risk
PASQUALES,94122,2019-07-08,7,8,85.0,Low Risk
Marlowe,94107,2018-02-08,2,8,88.0,Moderate Risk
Belle Cora,94133,2018-06-14,6,14,82.0,High Risk
The Mary Elizabeth Inn,94109,2019-07-01,7,1,86.0,Moderate Risk
"Antonelli Brothers Meat, Fish, and Poultry Inc.",94118,2016-10-17,10,17,94.0,Low Risk
Tacos El Triunfo,94124,2017-11-03,11,3,77.0,High Risk
Spruce,94118,2019-04-29,4,29,92.0,Low Risk
Banh Mi House,94134,2017-10-04,10,4,89.0,Low Risk
MINI CAFE,94102,2017-11-27,11,27,69.0,High Risk
Civic Restaurant & Bar,94102,2018-05-24,5,24,71.0,Low Risk
Mizutani Sushi Bar,94118,2018-05-14,5,14,82.0,Moderate Risk
VICTOR'S,94107,2018-02-05,2,5,80.0,High Risk
JANNAH,94117,2018-06-21,6,21,76.0,Moderate Risk
Lime Tree,94122,2018-04-18,4,18,86.0,Low Risk
The Treasury,94104,2019-05-08,5,8,94.0,Moderate Risk
JANCHAY'S BISTRO.,94117,2019-02-28,2,28,94.0,Low Risk
Swan Oyster Depot,94109,2017-10-23,10,23,94.0,Moderate Risk
MOULIN ROUGE,94109,2017-07-28,7,28,81.0,Moderate Risk
Events Management @ Legion of Honor,94121,2018-04-25,4,25,90.0,Low Risk
Ginto,94104,2019-03-14,3,14,81.0,Low Risk
The Brick Yard,94123,2017-08-24,8,24,78.0,Moderate Risk
Paojao Dumpling & Noodles,94104,2019-05-23,5,23,80.0,Moderate Risk
Park Plaza Fine Foods,94132,2018-06-04,6,4,86.0,Low Risk
SAFEWAY STORE #964,94112,2016-12-10,12,10,88.0,Low Risk
Caffe Trieste,94133,2019-05-13,5,13,94.0,Low Risk
New Heng Fung Inc,94122,2018-09-25,9,25,79.0,Low Risk
Double Decker,94102,2017-05-04,5,4,86.0,Moderate Risk
The Morning Fix,94109,2018-06-06,6,6,98.0,Low Risk
Palmyra,94117,2019-05-02,5,2,84.0,Low Risk
ARINELL PIZZA,94110,2017-11-06,11,6,88.0,Moderate Risk
Sushirrito,94105,2016-12-14,12,14,94.0,Moderate Risk
Shizen Restaurant,94103,2018-08-13,8,13,87.0,Low Risk
Khamsa,94103,2017-11-27,11,27,79.0,Moderate Risk
Mi Lindo Peru,94110,2018-05-22,5,22,88.0,Low Risk
POPEYES-GENEVA & MISSION,94112,2017-02-03,2,3,94.0,Low Risk
LEE'S DELI,94107,2018-08-07,8,7,76.0,Moderate Risk
The Sunset's Best Seafood Restaurant,94116,2018-12-04,12,4,72.0,High Risk
Mikaku Restaurant,94108,2019-05-31,5,31,81.0,Low Risk
TARAVAL OKAZU YA,94116,2019-07-03,7,3,79.0,High Risk
Beretta,94110,2018-05-29,5,29,90.0,Low Risk
Cathead's BBQ,94103,2019-01-24,1,24,96.0,Low Risk
Queens Louisiana Po-Boy Cafe,94111,2018-12-10,12,10,79.0,Low Risk
The Creamery,94107,2017-08-07,8,7,81.0,Moderate Risk
EL CASTILLITO TAQUERIA INC.,94114,2016-11-04,11,4,87.0,High Risk
Garden Bakery,94133,2019-07-23,7,23,88.0,Low Risk
Halu,94118,2017-12-05,12,5,85.0,Low Risk
Naples Pizzarella,94112,2019-05-08,5,8,83.0,Low Risk
Geneva Bubble Tea,94112,2017-07-12,7,12,81.0,Moderate Risk
Om Indian Cuisine,94117,2018-07-23,7,23,85.0,Low Risk
Thanh Thanh Cafe,94124,2018-12-13,12,13,84.0,Low Risk
Fior d' Italia,94133,2018-08-20,8,20,80.0,Moderate Risk
Sweet Hut,94118,2019-04-04,4,4,90.0,Moderate Risk
ST FRANCIS FOUNTAIN,94110,2016-08-22,8,22,90.0,Moderate Risk
Mateo's Taqueria,94110,2018-04-17,4,17,87.0,Low Risk
SF Bay Club - Court Cafe,94111,2018-06-13,6,13,90.0,Low Risk
SH Dream Inc,94114,2017-08-10,8,10,84.0,Moderate Risk
SWEET DELIGHT BAKERY,94112,2017-11-29,11,29,71.0,High Risk
Piraat Pizza,94102,2019-01-08,1,8,90.0,Moderate Risk
Live Sushi Bistro,94103,2017-01-11,1,11,84.0,Moderate Risk
Toast Eatery,94127,2018-05-30,5,30,89.0,Moderate Risk
Uji Time Dessert,94115,2018-08-14,8,14,90.0,Moderate Risk
THE GROVE FILLMORE,94115,2016-10-24,10,24,92.0,Moderate Risk
Whiz Burger,94110,2017-08-21,8,21,85.0,Low Risk
Fresco Pizza and Grill,94109,2018-03-07,3,7,90.0,Moderate Risk
EL BURRITO EXPRESS #2,94115,2018-05-04,5,4,74.0,Low Risk
Fresca Restaurant,94122,2019-04-15,4,15,87.0,Low Risk
Brothers Pizza,94116,2016-09-13,9,13,90.0,Low Risk
Serve Well Market Inc,94109,2018-01-03,1,3,79.0,Low Risk
Sugarhill Kitchen,94123,2019-04-30,4,30,85.0,Low Risk
Farley's,94107,2017-01-11,1,11,94.0,Low Risk
Hakkasan San Francisco,94108,2018-04-18,4,18,88.0,Moderate Risk
CAFFE' ROMA,94103,2019-05-31,5,31,92.0,Moderate Risk
Sweetheart Cafe,94108,2017-12-28,12,28,65.0,Low Risk
Cantata Coffee Shop,94117,2018-05-08,5,8,94.0,Low Risk
Yummy Dumpling,94122,2018-03-28,3,28,90.0,Low Risk
Center Cafe,94103,2017-06-21,6,21,81.0,Low Risk
Twin Peaks Pizza and Pasta,94131,2019-08-16,8,16,93.0,High Risk
SFDH - Harry Denton's Starlight Room,94108,2019-02-12,2,12,91.0,High Risk
Krua Thai Kitchen,94103,2016-12-06,12,6,90.0,Moderate Risk
Duc Loi Supermarket,94110,2019-04-22,4,22,65.0,High Risk
Gyro Xpress Mediterranean Cuis,94114,2019-06-06,6,6,90.0,Low Risk
Tsing's Chinese Restaurant,94127,2018-08-30,8,30,79.0,Low Risk
Casa Guadalupe #3,94110,2019-07-02,7,2,90.0,Low Risk
"PATPONG THAI CUISINE, INC.",94121,2017-05-11,5,11,83.0,Moderate Risk
The Dorian,94123,2018-02-21,2,21,92.0,Moderate Risk
Palm House,94133,2018-05-08,5,8,88.0,Moderate Risk
Shaska Deli Coffee,94110,2019-05-06,5,6,68.0,Low Risk
Lollipot,94116,2018-05-22,5,22,45.0,High Risk
Banwich,94116,2017-10-18,10,18,90.0,Low Risk
Hops & Hominy,94108,2018-05-02,5,2,96.0,Moderate Risk
Starbucks Coffee #17517,94105,2018-12-18,12,18,96.0,Low Risk
7-ELEVEN #20473,94116,2019-06-05,6,5,94.0,Low Risk
Hong's Kitchen,94122,2019-08-05,8,5,77.0,High Risk
LA LOMA PRODUCE #7,94134,2017-04-13,4,13,77.0,Low Risk
Trattoria Pinocchio,94133,2018-04-19,4,19,73.0,Low Risk
Slanted Door Restaurant,94111,2018-06-15,6,15,87.0,Low Risk
BAYVIEE HUNTER Pt. ADULT DAY HE,94124,2017-01-10,1,10,92.0,Moderate Risk
Cochinita,94110,2017-08-02,8,2,94.0,Moderate Risk
Waffle Cone Shop,94133,2018-05-18,5,18,98.0,Low Risk
Farm Fresh to You,94111,2019-06-24,6,24,88.0,Moderate Risk
Tekka House,94131,2018-12-19,12,19,86.0,Low Risk
Wing Lee Bakery,94118,2019-01-28,1,28,86.0,Moderate Risk
Thai Cafe,94118,2018-08-29,8,29,67.0,Moderate Risk
J J Fish & Chicken,94124,2019-04-10,4,10,90.0,Moderate Risk
Canyon Market,94131,2019-08-06,8,6,86.0,Moderate Risk
Round Table Pizza,94109,2018-07-11,7,11,69.0,Low Risk
Peet's Coffee & Tea,94105,2017-03-08,3,8,83.0,Moderate Risk
SF International HS/New School of SF,94107,2017-11-06,11,6,89.0,Moderate Risk
SHERA.-PAL.HOTEL MAXFIELD'S GRILL,94105,2017-12-12,12,12,92.0,Moderate Risk
Kwik & Convenient,94127,2018-01-05,1,5,90.0,Moderate Risk
MANIVANH THAI RESTAURANT,94110,2017-11-13,11,13,80.0,Low Risk
SUPER MIRA,94115,2019-02-06,2,6,86.0,Low Risk
Western Donuts Shop #2,94112,2017-05-17,5,17,90.0,Moderate Risk
TableTop Tap House,94103,2016-12-12,12,12,83.0,High Risk
Cafe Bastille,94104,2018-10-30,10,30,88.0,Low Risk
Popeyes Chicken & Biscuits,94115,2018-01-16,1,16,82.0,Moderate Risk
FIRST CUP,94109,2019-06-11,6,11,94.0,Moderate Risk
Doughp,94133,2018-11-19,11,19,94.0,Low Risk
Sweet Hut,94118,2018-08-07,8,7,91.0,High Risk
Rolling-Out,94116,2018-02-28,2,28,92.0,Low Risk
Golden Saigon Restaurant Corp.,94134,2018-04-23,4,23,79.0,Low Risk
Yoppi Yogurt,94103,2017-12-07,12,7,90.0,Moderate Risk
THAI TIME RESTAURANT,94118,2019-04-10,4,10,82.0,Low Risk
Banana Home,94108,2016-08-23,8,23,66.0,High Risk
TORINO MARKET,94124,2018-09-13,9,13,73.0,Moderate Risk
Rice Paper Scissors,94102,2018-04-05,4,5,89.0,High Risk
Taqueria Mana,94108,2018-04-26,4,26,76.0,High Risk
LITTLE BAOBAB,94110,2018-09-25,9,25,87.0,Low Risk
Krispy Krunchy Chicken,94124,2018-07-16,7,16,92.0,Moderate Risk
Osaka Sushi,94114,2018-10-18,10,18,83.0,High Risk
The Castro Republic,94114,2017-08-30,8,30,74.0,Low Risk
Masala Dosa,94122,2017-11-07,11,7,90.0,Low Risk
Casa Mayah Restaurant,94102,2017-12-12,12,12,81.0,Moderate Risk
ORIENTAL SEAFOOD RESTAURANT,94122,2016-11-30,11,30,79.0,Low Risk
HOLY GELATO,94122,2019-04-11,4,11,88.0,Low Risk
Prima Cafe,94105,2018-02-22,2,22,90.0,Moderate Risk
BIG SAVE MARKET,94124,2018-10-29,10,29,90.0,Low Risk
Cafe Fiore,94110,2017-08-10,8,10,86.0,Low Risk
Good Eats Cafe,94104,2019-04-08,4,8,86.0,Moderate Risk
Californios,94110,2018-08-02,8,2,85.0,High Risk
PizzaHacker,94110,2016-09-29,9,29,90.0,Low Risk
Cafe La Flore,94122,2019-04-26,4,26,96.0,Low Risk
Tekka House,94131,2018-05-03,5,3,85.0,High Risk
Arizmendi Bakery,94110,2018-01-10,1,10,88.0,Moderate Risk
Zeitgeist,94110,2019-06-17,6,17,96.0,Moderate Risk
"Campton Place SF, A Taj Hotel-Employee Cafeteria",94108,2018-05-01,5,1,94.0,Moderate Risk
RAIN TREE CAFE,94122,2018-01-31,1,31,79.0,Moderate Risk
A-1 Liquor & Grocery,94122,2016-11-08,11,8,88.0,Moderate Risk
Chou Chou Bakery Bistro,94116,2018-06-28,6,28,92.0,Moderate Risk
Izakaya Kou,94115,2018-03-13,3,13,84.0,Moderate Risk
GEORGE WASHINGTON HIGH SCHOOL,94121,2018-03-16,3,16,96.0,Low Risk
Lers Ros Thai Noodle,94109,2018-03-28,3,28,90.0,Low Risk
LAM HOA THUAN RESTAURANT,94122,2017-07-13,7,13,60.0,High Risk
"THE OLYMPIC CLUB AT LAKESIDE, UPPER",94132,2017-08-18,8,18,94.0,Moderate Risk
Safehouse,94103,2018-04-18,4,18,87.0,Low Risk
"Yemen Kitchen, Inc.",94102,2018-08-30,8,30,77.0,Low Risk
Takoba SF,94105,2019-02-21,2,21,94.0,Low Risk
LITTLE HENRY'S,94121,2019-07-02,7,2,84.0,Low Risk
The Posh Bagel,94114,2017-09-05,9,5,87.0,Moderate Risk
Andrea's Bakery,94112,2016-09-28,9,28,82.0,Low Risk
Ma's Dim Sum & Cafe,94133,2017-11-14,11,14,78.0,Moderate Risk
Hing Wang Bakery,94122,2018-02-08,2,8,86.0,Low Risk
Starbucks Coffee (Store #9743),94111,2019-05-20,5,20,94.0,Low Risk
Flying Pig Bistro,94103,2019-06-06,6,6,92.0,Low Risk
R. Image Market,94110,2017-08-16,8,16,81.0,Moderate Risk
The Irish Bank Bar & Restaurant,94108,2019-02-19,2,19,82.0,Moderate Risk
Bun Mee,94115,2017-02-28,2,28,86.0,Low Risk
Il Canto Cafe,94111,2019-03-12,3,12,90.0,Moderate Risk
MEL'S DRIVE-IN,94118,2019-02-07,2,7,92.0,Moderate Risk
Godzila Sushi,94115,2016-11-30,11,30,86.0,Moderate Risk
Joanie's Diner Inc.,94133,2018-06-11,6,11,89.0,High Risk
Lobster ME,94103,2018-06-26,6,26,92.0,Low Risk
DAY DARMET CATERING,94124,2018-09-19,9,19,92.0,Low Risk
La Playa Taqueria,94122,2016-10-18,10,18,89.0,High Risk
First Cake,94121,2019-03-11,3,11,86.0,Moderate Risk
Tenroku Ramen #2,94112,2019-05-14,5,14,81.0,Low Risk
RUSSELL'S CONVENIENCE #605,94105,2017-12-07,12,7,96.0,Low Risk
Spicy Queen,94108,2018-07-16,7,16,90.0,Low Risk
Cup A Joe Coffehaus,94109,2017-02-03,2,3,77.0,High Risk
WORKING GIRLS' CAFE III,94105,2017-10-04,10,4,86.0,Moderate Risk
Prima Cafe,94105,2018-02-22,2,22,90.0,Moderate Risk
Starbucks #16839,94111,2017-09-26,9,26,93.0,High Risk
Jang Soo BBQ,94121,2017-09-06,9,6,78.0,Moderate Risk
Kaiju Cooks,94121,2019-07-23,7,23,86.0,Low Risk
Taco Bell,94111,2017-07-10,7,10,94.0,Low Risk
PPQ Beef Noodle House,94122,2016-08-31,8,31,85.0,Moderate Risk
Kowloon Tong Dessert Cafe,94118,2018-06-05,6,5,84.0,Low Risk
CHOMP N' SWIG,94118,2019-05-08,5,8,83.0,Moderate Risk
Maru Sushi,94102,2019-05-29,5,29,92.0,Low Risk
"The Estate Kitchen, LLC",94107,2019-07-17,7,17,84.0,Moderate Risk
BARNEY'S,94114,2017-07-11,7,11,87.0,Low Risk
Darwin Cafe,94107,2017-01-05,1,5,74.0,Moderate Risk
San Sun Restaurant,94108,2017-11-08,11,8,90.0,Low Risk
Balboa Theater,94121,2018-03-27,3,27,96.0,Low Risk
Fior d' Italia,94133,2017-09-19,9,19,83.0,Low Risk
Taqueria La Iguana Azul,94112,2018-01-30,1,30,81.0,Low Risk
Buckhorn Grill,94103,2018-02-26,2,26,74.0,High Risk
VICTOR'S,94107,2018-02-05,2,5,80.0,Low Risk
SWEET MANGO DESSERT & CAFE,94118,2019-03-01,3,1,88.0,Moderate Risk
Grubbin',94116,2018-06-12,6,12,90.0,Moderate Risk
Crustacean,94109,2018-05-25,5,25,92.0,Moderate Risk
USA Power Market,94112,2018-03-26,3,26,71.0,Low Risk
Happy Chinese Restaurant,94133,2017-11-29,11,29,88.0,Low Risk
Aina,94107,2018-01-26,1,26,88.0,Moderate Risk
NOVY,94114,2017-10-16,10,16,89.0,Moderate Risk
Lanna Restaurant,94122,2018-05-02,5,2,86.0,Low Risk
THE LINKS BAR AND GRILL,94121,2019-03-13,3,13,98.0,Low Risk
Civic Restaurant & Bar,94102,2018-05-24,5,24,71.0,Low Risk
Loews Regency San Francisco (Main Kitchen),94104,2017-09-28,9,28,92.0,Moderate Risk
Gracias Madre,94103,2018-07-09,7,9,85.0,Moderate Risk
Mr. & Mrs. Tea House LLC,94118,2018-05-16,5,16,90.0,Moderate Risk
Waystone,94102,2018-03-21,3,21,96.0,Low Risk
Burmese Kitchen,94118,2018-04-11,4,11,88.0,Low Risk
Intintoli,94133,2016-10-27,10,27,98.0,Low Risk
Allegro Romano,94109,2017-02-28,2,28,87.0,High Risk
Mayah's Restaurant Cafe,94103,2019-04-02,4,2,81.0,High Risk
CAFE MUMS,94115,2019-01-07,1,7,86.0,Low Risk
Hotel Vitale,94105,2019-02-11,2,11,79.0,Moderate Risk
Sweet Passion Bakery,94116,2017-01-09,1,9,77.0,Low Risk
The Blue Light,94123,2018-01-03,1,3,78.0,High Risk
Mangrove Kitchen,94117,2019-05-14,5,14,78.0,Moderate Risk
BENIHANA OF TOKYO,94115,2019-03-11,3,11,93.0,High Risk
Aatame LLC dba Wetzel's Pretzel,94132,2017-10-11,10,11,96.0,Low Risk
Breakfast at Tiffany's,94134,2017-03-28,3,28,90.0,Moderate Risk
Las Brisas,94110,2017-04-03,4,3,85.0,High Risk
"Brew Brothers Cafe, Inc.",94109,2017-08-16,8,16,92.0,Low Risk
Shaska Deli Coffee,94110,2018-05-02,5,2,84.0,Moderate Risk
LA REYNA BAKERY,94110,2019-01-08,1,8,84.0,Low Risk
Brown Sugar Factory,94110,2017-11-20,11,20,75.0,Moderate Risk
EVERGREEN MARKET,94110,2017-11-13,11,13,76.0,Moderate Risk
Viking's Giant Sub,94131,2018-08-03,8,3,92.0,Moderate Risk
Kama Sushi Soma,94103,2019-03-12,3,12,86.0,Moderate Risk
SQUAT & GOBBLE CAFE #4,94127,2018-01-08,1,8,92.0,Moderate Risk
Underdogs Sports Bar & Grill,94122,2017-09-12,9,12,92.0,Low Risk
AL-HAMRA,94103,2016-08-30,8,30,70.0,Low Risk
Zpizza,94103,2017-02-27,2,27,94.0,Moderate Risk
Taqueria Zorro,94133,2017-11-20,11,20,92.0,Low Risk
Cafe Coco,94118,2016-10-13,10,13,94.0,Low Risk
MISSION HIGH SCHOOL,94114,2017-09-27,9,27,96.0,Low Risk
Nordstrom Expresso Bar,94132,2017-10-17,10,17,84.0,High Risk
Popsons,94102,2018-03-23,3,23,94.0,Low Risk
Osha Express,94105,2017-03-16,3,16,73.0,Moderate Risk
Vogue Theatre,94115,2016-11-14,11,14,92.0,Low Risk
Simply Cafe,94102,2018-02-07,2,7,94.0,Moderate Risk
WING HING RESTAURANT,94134,2019-01-24,1,24,64.0,Moderate Risk
SLINGSHOT CAFE,94102,2019-07-15,7,15,92.0,Low Risk
Visitation Valley Community Center,94134,2018-12-05,12,5,92.0,Low Risk
Episcopal Community Services,94109,2018-04-18,4,18,85.0,Low Risk
Golden Gate Halal Food,94102,2019-05-17,5,17,90.0,Moderate Risk
REVERIE COFFEE CAFE,94117,2017-12-01,12,1,88.0,Moderate Risk
PEKING WOK RESTAURANT,94124,2019-07-08,7,8,87.0,High Risk
Hong's Kitchen,94122,2019-08-05,8,5,77.0,Moderate Risk
Kam Lok Restaurant,94108,2019-01-07,1,7,72.0,Low Risk
Wild Pepper,94110,2018-02-05,2,5,72.0,Low Risk
Rock Japanese Cuisine,94108,2018-04-25,4,25,84.0,Moderate Risk
Los Yaquis,94103,2018-08-20,8,20,78.0,Moderate Risk
CULINARY ARTS & HOSPITALITY,94112,2017-03-14,3,14,91.0,High Risk
Grandma's Deli & Cafe,94103,2018-03-23,3,23,88.0,Low Risk
Poke Bowl,94112,2017-12-29,12,29,77.0,Moderate Risk
Alice's Restaurant,94131,2016-11-02,11,2,85.0,Low Risk
Sunflower Cafe,94102,2019-02-11,2,11,88.0,Low Risk
Frisco Fried,94124,2019-03-11,3,11,81.0,High Risk
LAS TINAJAS,94110,2017-07-21,7,21,75.0,Low Risk
MANGO CRAZY,94133,2018-12-21,12,21,96.0,Low Risk
Osha Thai Noodle Cafe,94102,2019-06-06,6,6,92.0,Moderate Risk
Linda's Deli,94116,2017-01-31,1,31,98.0,Low Risk
Moscone Center West -  3 Flr. Pantry,94103,2019-08-02,8,2,96.0,Low Risk
Souvla,94110,2017-11-20,11,20,91.0,Low Risk
Pan Lido Salvadoreno,94110,2018-02-07,2,7,88.0,Low Risk
Peet's Coffee & Tea,94109,2017-07-28,7,28,94.0,Low Risk
Mikado Sushi Inc.,94103,2019-08-07,8,7,73.0,High Risk
Ryoko's,94102,2019-06-26,6,26,90.0,Low Risk
Tanuki Restaurant,94118,2019-04-04,4,4,90.0,Low Risk
Gyro Xpress Mediterranean Cuis,94114,2018-09-18,9,18,87.0,Low Risk
San Francisco Tennis Club,94107,2017-01-12,1,12,85.0,Low Risk
Golden City Inn,94124,2016-11-29,11,29,78.0,Moderate Risk
Ladle & Leaf,94105,2019-01-18,1,18,81.0,Moderate Risk
Cafe Bunn Mi,94118,2018-02-07,2,7,81.0,Low Risk
ROSSI'S DELI,94114,2017-06-30,6,30,86.0,Low Risk
Thai Spice Restaurant,94109,2017-09-18,9,18,82.0,Moderate Risk
TAQUERIA GUADALAJARA,94112,2019-06-14,6,14,80.0,Low Risk
IRVING SEAFOOD MARKET,94122,2018-07-18,7,18,92.0,Low Risk
Spices Restaurant,94118,2017-07-26,7,26,77.0,Low Risk
Farmers Market & Produce,94109,2019-06-10,6,10,92.0,Moderate Risk
Tea Hut,94115,2017-10-27,10,27,93.0,High Risk
California Grocery,94102,2016-08-19,8,19,86.0,Low Risk
La Oaxaquena Bakery and Restaurant,94110,2019-02-28,2,28,78.0,Moderate Risk
Southpaw BBQ,94110,2018-09-20,9,20,85.0,Moderate Risk
PIZZA HUT #758280,94109,2016-12-27,12,27,96.0,Low Risk
Pineapple King Bakery,94122,2017-01-11,1,11,90.0,Moderate Risk
Manzoni,94131,2016-09-29,9,29,92.0,Low Risk
Chabaa Thai Cuisine INC.,94122,2017-07-07,7,7,77.0,Low Risk
CLOONEY'S,94110,2018-03-13,3,13,83.0,High Risk
PALOMINO EURO-BISTRO,94105,2018-04-25,4,25,85.0,High Risk
District,94107,2019-07-18,7,18,88.0,Low Risk
San Sun Restaurant,94108,2019-07-08,7,8,94.0,Low Risk
Andrea's Bakery,94112,2016-09-28,9,28,82.0,Low Risk
Marina Sushi Bar,94123,2019-07-09,7,9,86.0,Low Risk
Silver Star Cafe & Deli,94111,2018-06-18,6,18,92.0,Low Risk
Bon Appetit @ William Sonoma,94109,2019-03-08,3,8,98.0,Low Risk
Pharaohs,94102,2017-03-01,3,1,90.0,Low Risk
Archive Bar & Kitchen,94105,2019-01-08,1,8,78.0,Low Risk
Coast Poke Counter,94105,2018-01-22,1,22,96.0,Low Risk
Turtle Tower Restaurant,94103,2018-04-16,4,16,85.0,Moderate Risk
Goodfellas Pizzeria & Grill,94133,2017-08-14,8,14,84.0,Low Risk
Estrella Taqueria,94104,2018-06-04,6,4,88.0,Moderate Risk
Rico Pan,94112,2017-05-02,5,2,79.0,Moderate Risk
Thai Spice Restaurant,94109,2016-10-03,10,3,85.0,Moderate Risk
COW HOLLOW CATERING,94123,2018-02-22,2,22,90.0,Moderate Risk
Eden Silk Road Cuisine,94102,2019-07-23,7,23,66.0,Low Risk
El Porteno I Restaurant,94112,2018-06-19,6,19,82.0,Moderate Risk
New Cheung Hing Restaurant LLC.,94122,2017-07-18,7,18,65.0,Moderate Risk
Golden Veggie Market,94109,2016-10-18,10,18,92.0,Moderate Risk
Geneva Bubble Tea,94112,2018-06-06,6,6,84.0,Low Risk
Juicy Fruit,94133,2017-12-29,12,29,96.0,Moderate Risk
Mollie Stone's Castro Market,94114,2018-12-03,12,3,94.0,Moderate Risk
SILVER CREST DONUT SHOP,94124,2019-02-27,2,27,84.0,Moderate Risk
Tuyet Mai,94109,2018-01-31,1,31,94.0,Low Risk
Oasis Grill,94103,2019-05-09,5,9,86.0,Low Risk
Union Square Sports Bar,94102,2017-10-18,10,18,84.0,Low Risk
