Date,Year,Month,Day,Average Price,Total Volume,Type,Region
2017-01-22,2017,1,22,1.16,7526.0,organic,Roanoke
2017-01-15,2017,1,15,1.6,5399.0,organic,Roanoke
2017-01-08,2017,1,8,1.61,5241.0,organic,Roanoke
2017-01-01,2017,1,1,1.51,3970.0,organic,Roanoke
2017-12-31,2017,12,31,1.61,9655.0,organic,Sacramento
2017-12-24,2017,12,24,1.68,8177.0,organic,Sacramento
2017-12-17,2017,12,17,1.72,7034.0,organic,Sacramento
2017-12-10,2017,12,10,1.75,6765.0,organic,Sacramento
2017-12-03,2017,12,3,1.69,6290.0,organic,Sacramento
2017-11-26,2017,11,26,1.72,6851.0,organic,Sacramento
2017-11-19,2017,11,19,1.69,7726.0,organic,Sacramento
2017-11-12,2017,11,12,1.81,6582.0,organic,Sacramento
2017-11-05,2017,11,5,1.74,8454.0,organic,Sacramento
2017-10-29,2017,10,29,1.86,7342.0,organic,Sacramento
2017-10-22,2017,10,22,1.81,8060.0,organic,Sacramento
2017-10-15,2017,10,15,1.92,6689.0,organic,Sacramento
2017-10-08,2017,10,8,1.84,7804.0,organic,Sacramento
2017-10-01,2017,10,1,1.86,7335.0,organic,Sacramento
2017-09-24,2017,9,24,1.89,7344.0,organic,Sacramento
2017-09-17,2017,9,17,1.92,9175.0,organic,Sacramento
2017-09-10,2017,9,10,1.96,8035.0,organic,Sacramento
2017-09-03,2017,9,3,2.15,8230.0,organic,Sacramento
2017-08-27,2017,8,27,2.49,7198.0,organic,Sacramento
2017-08-20,2017,8,20,2.33,8188.0,organic,Sacramento
2017-08-13,2017,8,13,2.09,8707.0,organic,Sacramento
2017-08-06,2017,8,6,1.99,6886.0,organic,Sacramento
2017-07-30,2017,7,30,1.86,5676.0,organic,Sacramento
2017-07-23,2017,7,23,1.97,7041.0,organic,Sacramento
2017-07-16,2017,7,16,2.19,5103.0,organic,Sacramento
2017-07-09,2017,7,9,2.36,3563.0,organic,Sacramento
2017-07-02,2017,7,2,2.32,4572.0,organic,Sacramento
2017-06-25,2017,6,25,2.37,5626.0,organic,Sacramento
2017-06-18,2017,6,18,2.48,7058.0,organic,Sacramento
2017-06-11,2017,6,11,2.5,6504.0,organic,Sacramento
2017-06-04,2017,6,4,2.43,6821.0,organic,Sacramento
2017-05-28,2017,5,28,2.46,6663.0,organic,Sacramento
2017-05-21,2017,5,21,2.4,5955.0,organic,Sacramento
2017-05-14,2017,5,14,2.43,5255.0,organic,Sacramento
2017-05-07,2017,5,7,2.52,5322.0,organic,Sacramento
2017-04-30,2017,4,30,2.39,6332.0,organic,Sacramento
2017-04-23,2017,4,23,2.29,6765.0,organic,Sacramento
2017-04-16,2017,4,16,2.35,6274.0,organic,Sacramento
2017-04-09,2017,4,9,2.37,6283.0,organic,Sacramento
2017-04-02,2017,4,2,2.31,6244.0,organic,Sacramento
2017-03-26,2017,3,26,2.44,6509.0,organic,Sacramento
2017-03-19,2017,3,19,2.46,5971.0,organic,Sacramento
2017-03-12,2017,3,12,2.36,6022.0,organic,Sacramento
2017-03-05,2017,3,5,2.5,6057.0,organic,Sacramento
2017-02-26,2017,2,26,2.06,6617.0,organic,Sacramento
2017-02-19,2017,2,19,2.32,5376.0,organic,Sacramento
2017-02-12,2017,2,12,2.25,5559.0,organic,Sacramento
2017-02-05,2017,2,5,1.6,7712.0,organic,Sacramento
2017-01-29,2017,1,29,2.02,6748.0,organic,Sacramento
2017-01-22,2017,1,22,1.89,6016.0,organic,Sacramento
2017-01-15,2017,1,15,2.31,5268.0,organic,Sacramento
2017-01-08,2017,1,8,2.15,5692.0,organic,Sacramento
2017-01-01,2017,1,1,2.24,5635.0,organic,Sacramento
2017-12-31,2017,12,31,2.0,14151.0,organic,SanDiego
2017-12-24,2017,12,24,1.82,15277.0,organic,SanDiego
2017-12-17,2017,12,17,1.54,14047.0,organic,SanDiego
2017-12-10,2017,12,10,2.05,13284.0,organic,SanDiego
2017-12-03,2017,12,3,1.79,13477.0,organic,SanDiego
2017-11-26,2017,11,26,2.17,11560.0,organic,SanDiego
2017-11-19,2017,11,19,2.17,12349.0,organic,SanDiego
2017-11-12,2017,11,12,2.13,11498.0,organic,SanDiego
2017-11-05,2017,11,5,1.6,16452.0,organic,SanDiego
2017-10-29,2017,10,29,2.13,12179.0,organic,SanDiego
2017-10-22,2017,10,22,2.15,13012.0,organic,SanDiego
2017-10-15,2017,10,15,2.25,11472.0,organic,SanDiego
2017-10-08,2017,10,8,2.33,13014.0,organic,SanDiego
2017-10-01,2017,10,1,2.27,13509.0,organic,SanDiego
2017-09-24,2017,9,24,2.23,14174.0,organic,SanDiego
2017-09-17,2017,9,17,2.39,12674.0,organic,SanDiego
2017-09-10,2017,9,10,2.37,12771.0,organic,SanDiego
2017-09-03,2017,9,3,2.01,15165.0,organic,SanDiego
2017-08-27,2017,8,27,2.57,11138.0,organic,SanDiego
2017-08-20,2017,8,20,2.42,14114.0,organic,SanDiego
2017-08-13,2017,8,13,2.32,12511.0,organic,SanDiego
2017-08-06,2017,8,6,2.37,12982.0,organic,SanDiego
2017-07-30,2017,7,30,2.37,12595.0,organic,SanDiego
2017-07-23,2017,7,23,2.31,13630.0,organic,SanDiego
2017-07-16,2017,7,16,2.3,14060.0,organic,SanDiego
2017-07-09,2017,7,9,1.91,19248.0,organic,SanDiego
2017-07-02,2017,7,2,2.0,19914.0,organic,SanDiego
2017-06-25,2017,6,25,1.73,17744.0,organic,SanDiego
2017-06-18,2017,6,18,1.8,16862.0,organic,SanDiego
2017-06-11,2017,6,11,2.06,12550.0,organic,SanDiego
2017-06-04,2017,6,4,1.71,18703.0,organic,SanDiego
2017-05-28,2017,5,28,1.91,17422.0,organic,SanDiego
2017-05-21,2017,5,21,2.05,15451.0,organic,SanDiego
2017-05-14,2017,5,14,2.22,12594.0,organic,SanDiego
2017-05-07,2017,5,7,1.72,21798.0,organic,SanDiego
2017-04-30,2017,4,30,1.83,17826.0,organic,SanDiego
2017-04-23,2017,4,23,1.97,14541.0,organic,SanDiego
2017-04-16,2017,4,16,2.08,14043.0,organic,SanDiego
2017-04-09,2017,4,9,1.94,13787.0,organic,SanDiego
2017-04-02,2017,4,2,1.88,16174.0,organic,SanDiego
2017-03-26,2017,3,26,2.06,14388.0,organic,SanDiego
2017-03-19,2017,3,19,1.59,22170.0,organic,SanDiego
2017-03-12,2017,3,12,1.72,17226.0,organic,SanDiego
2017-03-05,2017,3,5,1.42,20616.0,organic,SanDiego
2017-02-26,2017,2,26,1.42,20055.0,organic,SanDiego
2017-02-19,2017,2,19,1.4,19782.0,organic,SanDiego
2017-02-12,2017,2,12,1.66,9083.0,organic,SanDiego
2017-02-05,2017,2,5,1.55,14096.0,organic,SanDiego
2017-01-29,2017,1,29,1.21,18191.0,organic,SanDiego
2017-01-22,2017,1,22,1.73,10843.0,organic,SanDiego
2017-01-15,2017,1,15,1.82,11578.0,organic,SanDiego
2017-01-08,2017,1,8,1.52,16776.0,organic,SanDiego
2017-01-01,2017,1,1,1.45,15752.0,organic,SanDiego
2017-12-31,2017,12,31,1.52,24699.0,organic,SanFrancisco
2017-12-24,2017,12,24,2.01,18541.0,organic,SanFrancisco
2017-12-17,2017,12,17,2.1,17851.0,organic,SanFrancisco
2017-12-10,2017,12,10,2.27,15142.0,organic,SanFrancisco
2017-12-03,2017,12,3,2.07,14737.0,organic,SanFrancisco
2017-11-26,2017,11,26,2.06,15701.0,organic,SanFrancisco
2017-11-19,2017,11,19,2.06,17622.0,organic,SanFrancisco
2017-11-12,2017,11,12,2.07,19344.0,organic,SanFrancisco
2017-11-05,2017,11,5,2.05,20213.0,organic,SanFrancisco
2017-10-29,2017,10,29,2.09,19951.0,organic,SanFrancisco
2017-10-22,2017,10,22,2.08,18853.0,organic,SanFrancisco
2017-10-15,2017,10,15,2.09,19027.0,organic,SanFrancisco
2017-10-08,2017,10,8,2.07,20337.0,organic,SanFrancisco
2017-10-01,2017,10,1,2.04,22703.0,organic,SanFrancisco
2017-09-24,2017,9,24,2.06,19095.0,organic,SanFrancisco
2017-09-17,2017,9,17,2.04,32192.0,organic,SanFrancisco
2017-09-10,2017,9,10,2.05,28335.0,organic,SanFrancisco
2017-09-03,2017,9,3,2.08,22836.0,organic,SanFrancisco
2017-08-27,2017,8,27,3.0,19329.0,organic,SanFrancisco
2017-08-20,2017,8,20,2.93,21525.0,organic,SanFrancisco
2017-08-13,2017,8,13,2.57,22296.0,organic,SanFrancisco
2017-08-06,2017,8,6,2.33,13351.0,organic,SanFrancisco
2017-07-30,2017,7,30,2.14,10110.0,organic,SanFrancisco
2017-07-23,2017,7,23,2.44,16832.0,organic,SanFrancisco
2017-07-16,2017,7,16,2.4,14099.0,organic,SanFrancisco
2017-07-09,2017,7,9,2.45,8311.0,organic,SanFrancisco
2017-07-02,2017,7,2,2.59,12280.0,organic,SanFrancisco
2017-06-25,2017,6,25,2.66,15691.0,organic,SanFrancisco
2017-06-18,2017,6,18,2.76,24038.0,organic,SanFrancisco
2017-06-11,2017,6,11,2.77,25806.0,organic,SanFrancisco
2017-06-04,2017,6,4,2.72,23897.0,organic,SanFrancisco
2017-05-28,2017,5,28,2.73,24852.0,organic,SanFrancisco
2017-05-21,2017,5,21,2.65,22559.0,organic,SanFrancisco
2017-05-14,2017,5,14,2.64,20842.0,organic,SanFrancisco
2017-05-07,2017,5,7,2.54,19402.0,organic,SanFrancisco
2017-04-30,2017,4,30,2.58,22792.0,organic,SanFrancisco
2017-04-23,2017,4,23,2.56,21331.0,organic,SanFrancisco
2017-04-16,2017,4,16,2.59,23032.0,organic,SanFrancisco
2017-04-09,2017,4,9,2.54,21232.0,organic,SanFrancisco
2017-04-02,2017,4,2,2.59,21304.0,organic,SanFrancisco
2017-03-26,2017,3,26,2.83,20171.0,organic,SanFrancisco
2017-03-19,2017,3,19,2.88,18687.0,organic,SanFrancisco
2017-03-12,2017,3,12,2.9,17686.0,organic,SanFrancisco
2017-03-05,2017,3,5,2.92,21218.0,organic,SanFrancisco
2017-02-26,2017,2,26,2.52,18754.0,organic,SanFrancisco
2017-02-19,2017,2,19,2.58,19203.0,organic,SanFrancisco
2017-02-12,2017,2,12,2.59,19434.0,organic,SanFrancisco
2017-02-05,2017,2,5,1.61,25770.0,organic,SanFrancisco
2017-01-29,2017,1,29,2.7,17708.0,organic,SanFrancisco
2017-01-22,2017,1,22,2.03,20442.0,organic,SanFrancisco
2017-01-15,2017,1,15,2.7,17203.0,organic,SanFrancisco
2017-01-08,2017,1,8,2.58,18097.0,organic,SanFrancisco
2017-01-01,2017,1,1,2.54,19911.0,organic,SanFrancisco
2017-12-31,2017,12,31,1.24,82749.0,organic,Seattle
2017-12-24,2017,12,24,1.75,42806.0,organic,Seattle
2017-12-17,2017,12,17,1.25,80745.0,organic,Seattle
2017-12-10,2017,12,10,1.07,144863.0,organic,Seattle
2017-12-03,2017,12,3,1.19,98031.0,organic,Seattle
2017-11-26,2017,11,26,1.76,35304.0,organic,Seattle
2017-11-19,2017,11,19,2.03,27571.0,organic,Seattle
2017-11-12,2017,11,12,2.06,26827.0,organic,Seattle
2017-11-05,2017,11,5,2.34,22873.0,organic,Seattle
2017-10-29,2017,10,29,2.43,26592.0,organic,Seattle
2017-10-22,2017,10,22,2.3,29231.0,organic,Seattle
2017-10-15,2017,10,15,2.69,25513.0,organic,Seattle
2017-10-08,2017,10,8,2.8,27718.0,organic,Seattle
2017-10-01,2017,10,1,2.86,25718.0,organic,Seattle
2017-09-24,2017,9,24,2.83,23238.0,organic,Seattle
2017-09-17,2017,9,17,2.86,21772.0,organic,Seattle
2017-09-10,2017,9,10,2.87,27205.0,organic,Seattle
2017-09-03,2017,9,3,2.89,30854.0,organic,Seattle
2017-08-27,2017,8,27,2.96,26846.0,organic,Seattle
2017-08-20,2017,8,20,2.87,24671.0,organic,Seattle
2017-08-13,2017,8,13,2.65,27149.0,organic,Seattle
2017-08-06,2017,8,6,2.58,29977.0,organic,Seattle
2017-07-30,2017,7,30,2.6,28587.0,organic,Seattle
2017-07-23,2017,7,23,2.61,25302.0,organic,Seattle
2017-07-16,2017,7,16,2.61,28034.0,organic,Seattle
2017-07-09,2017,7,9,2.12,40059.0,organic,Seattle
2017-07-02,2017,7,2,2.35,34268.0,organic,Seattle
2017-06-25,2017,6,25,2.65,31895.0,organic,Seattle
2017-06-18,2017,6,18,1.83,44487.0,organic,Seattle
2017-06-11,2017,6,11,1.6,60009.0,organic,Seattle
2017-06-04,2017,6,4,1.45,64142.0,organic,Seattle
2017-05-28,2017,5,28,1.46,59377.0,organic,Seattle
2017-05-21,2017,5,21,1.53,55028.0,organic,Seattle
2017-05-14,2017,5,14,1.62,49291.0,organic,Seattle
2017-05-07,2017,5,7,1.51,56579.0,organic,Seattle
2017-04-30,2017,4,30,1.39,55920.0,organic,Seattle
2017-04-23,2017,4,23,1.39,56243.0,organic,Seattle
2017-04-16,2017,4,16,1.45,54764.0,organic,Seattle
2017-04-09,2017,4,9,1.44,52648.0,organic,Seattle
2017-04-02,2017,4,2,1.02,76856.0,organic,Seattle
2017-03-26,2017,3,26,0.7,117380.0,organic,Seattle
2017-03-19,2017,3,19,1.52,45637.0,organic,Seattle
2017-03-12,2017,3,12,1.18,65106.0,organic,Seattle
2017-03-05,2017,3,5,0.99,68079.0,organic,Seattle
2017-02-26,2017,2,26,1.58,38286.0,organic,Seattle
2017-02-19,2017,2,19,2.26,29025.0,organic,Seattle
2017-02-12,2017,2,12,1.79,38095.0,organic,Seattle
2017-02-05,2017,2,5,0.98,51462.0,organic,Seattle
2017-01-29,2017,1,29,1.22,45744.0,organic,Seattle
2017-01-22,2017,1,22,1.32,39780.0,organic,Seattle
2017-01-15,2017,1,15,1.25,48314.0,organic,Seattle
2017-01-08,2017,1,8,1.23,50944.0,organic,Seattle
2017-01-01,2017,1,1,1.23,41381.0,organic,Seattle
2017-12-31,2017,12,31,1.36,16505.0,organic,SouthCarolina
2017-12-24,2017,12,24,1.48,12762.0,organic,SouthCarolina
2017-12-17,2017,12,17,1.44,13190.0,organic,SouthCarolina
2017-12-10,2017,12,10,1.42,13083.0,organic,SouthCarolina
2017-12-03,2017,12,3,1.49,12670.0,organic,SouthCarolina
2017-11-26,2017,11,26,1.54,12660.0,organic,SouthCarolina
2017-11-19,2017,11,19,1.56,12562.0,organic,SouthCarolina
2017-11-12,2017,11,12,1.64,14376.0,organic,SouthCarolina
2017-11-05,2017,11,5,1.68,13737.0,organic,SouthCarolina
2017-10-29,2017,10,29,1.69,15261.0,organic,SouthCarolina
2017-10-22,2017,10,22,1.7,15015.0,organic,SouthCarolina
2017-10-15,2017,10,15,1.78,15150.0,organic,SouthCarolina
2017-10-08,2017,10,8,2.04,14402.0,organic,SouthCarolina
2017-10-01,2017,10,1,2.15,12922.0,organic,SouthCarolina
2017-09-24,2017,9,24,2.1,14716.0,organic,SouthCarolina
2017-09-17,2017,9,17,2.21,11851.0,organic,SouthCarolina
2017-09-10,2017,9,10,2.02,14718.0,organic,SouthCarolina
2017-09-03,2017,9,3,2.11,14335.0,organic,SouthCarolina
2017-08-27,2017,8,27,2.03,14072.0,organic,SouthCarolina
2017-08-20,2017,8,20,1.88,14864.0,organic,SouthCarolina
2017-08-13,2017,8,13,1.78,13679.0,organic,SouthCarolina
2017-08-06,2017,8,6,1.74,11965.0,organic,SouthCarolina
2017-07-30,2017,7,30,1.57,14476.0,organic,SouthCarolina
2017-07-23,2017,7,23,1.81,12851.0,organic,SouthCarolina
2017-07-16,2017,7,16,1.83,12088.0,organic,SouthCarolina
2017-07-09,2017,7,9,1.76,14991.0,organic,SouthCarolina
2017-07-02,2017,7,2,1.82,14825.0,organic,SouthCarolina
2017-06-25,2017,6,25,1.67,17276.0,organic,SouthCarolina
2017-06-18,2017,6,18,1.72,13817.0,organic,SouthCarolina
2017-06-11,2017,6,11,1.61,14898.0,organic,SouthCarolina
2017-06-04,2017,6,4,1.89,9544.0,organic,SouthCarolina
2017-05-28,2017,5,28,1.97,8937.0,organic,SouthCarolina
2017-05-21,2017,5,21,1.86,8778.0,organic,SouthCarolina
2017-05-14,2017,5,14,1.91,7927.0,organic,SouthCarolina
2017-05-07,2017,5,7,1.8,7048.0,organic,SouthCarolina
2017-04-30,2017,4,30,1.87,7072.0,organic,SouthCarolina
2017-04-23,2017,4,23,1.97,6588.0,organic,SouthCarolina
2017-04-16,2017,4,16,1.69,7762.0,organic,SouthCarolina
2017-04-09,2017,4,9,1.4,12281.0,organic,SouthCarolina
2017-04-02,2017,4,2,1.5,10286.0,organic,SouthCarolina
2017-03-26,2017,3,26,1.7,7812.0,organic,SouthCarolina
2017-03-19,2017,3,19,1.34,8769.0,organic,SouthCarolina
2017-03-12,2017,3,12,1.38,11551.0,organic,SouthCarolina
2017-03-05,2017,3,5,0.99,17213.0,organic,SouthCarolina
2017-02-26,2017,2,26,1.13,14903.0,organic,SouthCarolina
2017-02-19,2017,2,19,1.4,11183.0,organic,SouthCarolina
2017-02-12,2017,2,12,1.38,9862.0,organic,SouthCarolina
2017-02-05,2017,2,5,1.45,9117.0,organic,SouthCarolina
2017-01-29,2017,1,29,1.43,9208.0,organic,SouthCarolina
2017-01-22,2017,1,22,1.44,8519.0,organic,SouthCarolina
2017-01-15,2017,1,15,1.45,9693.0,organic,SouthCarolina
2017-01-08,2017,1,8,1.48,9552.0,organic,SouthCarolina
2017-01-01,2017,1,1,1.67,6866.0,organic,SouthCarolina
2017-12-31,2017,12,31,1.41,115960.0,organic,SouthCentral
2017-12-24,2017,12,24,1.47,126307.0,organic,SouthCentral
2017-12-17,2017,12,17,1.45,116534.0,organic,SouthCentral
2017-12-10,2017,12,10,1.5,102658.0,organic,SouthCentral
2017-12-03,2017,12,3,1.59,106527.0,organic,SouthCentral
2017-11-26,2017,11,26,1.57,91205.0,organic,SouthCentral
2017-11-19,2017,11,19,1.54,115866.0,organic,SouthCentral
2017-11-12,2017,11,12,1.67,117224.0,organic,SouthCentral
2017-11-05,2017,11,5,1.69,99714.0,organic,SouthCentral
2017-10-29,2017,10,29,1.73,105903.0,organic,SouthCentral
2017-10-22,2017,10,22,1.73,109427.0,organic,SouthCentral
2017-10-15,2017,10,15,1.74,115438.0,organic,SouthCentral
2017-10-08,2017,10,8,1.75,106063.0,organic,SouthCentral
2017-10-01,2017,10,1,1.75,107774.0,organic,SouthCentral
2017-09-24,2017,9,24,1.77,124121.0,organic,SouthCentral
2017-09-17,2017,9,17,1.8,108093.0,organic,SouthCentral
2017-09-10,2017,9,10,1.75,108438.0,organic,SouthCentral
2017-09-03,2017,9,3,1.78,109958.0,organic,SouthCentral
2017-08-27,2017,8,27,1.81,125184.0,organic,SouthCentral
2017-08-20,2017,8,20,1.64,115770.0,organic,SouthCentral
2017-08-13,2017,8,13,1.52,112608.0,organic,SouthCentral
2017-08-06,2017,8,6,1.48,141585.0,organic,SouthCentral
2017-07-30,2017,7,30,1.52,124143.0,organic,SouthCentral
2017-07-23,2017,7,23,1.52,131449.0,organic,SouthCentral
2017-07-16,2017,7,16,1.46,144302.0,organic,SouthCentral
2017-07-09,2017,7,9,1.13,180648.0,organic,SouthCentral
2017-07-02,2017,7,2,1.17,169100.0,organic,SouthCentral
2017-06-25,2017,6,25,1.36,130227.0,organic,SouthCentral
2017-06-18,2017,6,18,1.27,149975.0,organic,SouthCentral
2017-06-11,2017,6,11,1.17,183857.0,organic,SouthCentral
2017-06-04,2017,6,4,1.13,197099.0,organic,SouthCentral
2017-05-28,2017,5,28,1.19,187974.0,organic,SouthCentral
2017-05-21,2017,5,21,1.45,147668.0,organic,SouthCentral
2017-05-14,2017,5,14,1.46,142740.0,organic,SouthCentral
2017-05-07,2017,5,7,1.34,138588.0,organic,SouthCentral
2017-04-30,2017,4,30,1.31,126587.0,organic,SouthCentral
2017-04-23,2017,4,23,1.19,144415.0,organic,SouthCentral
2017-04-16,2017,4,16,1.04,204872.0,organic,SouthCentral
2017-04-09,2017,4,9,1.06,173817.0,organic,SouthCentral
2017-04-02,2017,4,2,1.14,169883.0,organic,SouthCentral
2017-03-26,2017,3,26,1.03,197899.0,organic,SouthCentral
2017-03-19,2017,3,19,1.03,160600.0,organic,SouthCentral
2017-03-12,2017,3,12,1.04,168237.0,organic,SouthCentral
2017-03-05,2017,3,5,0.99,155011.0,organic,SouthCentral
2017-02-26,2017,2,26,0.99,171145.0,organic,SouthCentral
2017-02-19,2017,2,19,1.0,147729.0,organic,SouthCentral
2017-02-12,2017,2,12,1.12,121269.0,organic,SouthCentral
2017-02-05,2017,2,5,1.12,104657.0,organic,SouthCentral
2017-01-29,2017,1,29,1.08,121204.0,organic,SouthCentral
2017-01-22,2017,1,22,1.02,147163.0,organic,SouthCentral
2017-01-15,2017,1,15,1.06,109017.0,organic,SouthCentral
2017-01-08,2017,1,8,1.1,104425.0,organic,SouthCentral
2017-01-01,2017,1,1,1.23,66617.0,organic,SouthCentral
2017-12-31,2017,12,31,1.4,92001.0,organic,Southeast
2017-12-24,2017,12,24,1.57,90081.0,organic,Southeast
2017-12-17,2017,12,17,1.5,81484.0,organic,Southeast
2017-12-10,2017,12,10,1.48,79396.0,organic,Southeast
2017-12-03,2017,12,3,1.54,73280.0,organic,Southeast
2017-11-26,2017,11,26,1.56,77114.0,organic,Southeast
2017-11-19,2017,11,19,1.59,81737.0,organic,Southeast
2017-11-12,2017,11,12,1.73,81645.0,organic,Southeast
2017-11-05,2017,11,5,1.8,89264.0,organic,Southeast
2017-10-29,2017,10,29,1.84,92281.0,organic,Southeast
2017-10-22,2017,10,22,1.91,90426.0,organic,Southeast
2017-10-15,2017,10,15,1.99,72393.0,organic,Southeast
2017-10-08,2017,10,8,2.13,76472.0,organic,Southeast
2017-10-01,2017,10,1,2.29,83783.0,organic,Southeast
2017-09-24,2017,9,24,2.25,90946.0,organic,Southeast
2017-09-17,2017,9,17,2.33,71648.0,organic,Southeast
2017-09-10,2017,9,10,2.17,77245.0,organic,Southeast
2017-09-03,2017,9,3,2.26,77686.0,organic,Southeast
2017-08-27,2017,8,27,2.16,77416.0,organic,Southeast
2017-08-20,2017,8,20,1.96,89271.0,organic,Southeast
2017-08-13,2017,8,13,1.85,76353.0,organic,Southeast
2017-08-06,2017,8,6,1.78,64344.0,organic,Southeast
2017-07-30,2017,7,30,1.63,77531.0,organic,Southeast
2017-07-23,2017,7,23,1.72,78813.0,organic,Southeast
2017-07-16,2017,7,16,1.78,70097.0,organic,Southeast
2017-07-09,2017,7,9,1.72,90792.0,organic,Southeast
2017-07-02,2017,7,2,1.8,108361.0,organic,Southeast
2017-06-25,2017,6,25,1.67,111509.0,organic,Southeast
2017-06-18,2017,6,18,1.77,94314.0,organic,Southeast
2017-06-11,2017,6,11,1.43,98735.0,organic,Southeast
2017-06-04,2017,6,4,1.82,77032.0,organic,Southeast
2017-05-28,2017,5,28,1.81,84320.0,organic,Southeast
2017-05-21,2017,5,21,1.67,87299.0,organic,Southeast
2017-05-14,2017,5,14,1.78,69261.0,organic,Southeast
2017-05-07,2017,5,7,1.58,69764.0,organic,Southeast
2017-04-30,2017,4,30,1.9,54311.0,organic,Southeast
2017-04-23,2017,4,23,1.87,58970.0,organic,Southeast
2017-04-16,2017,4,16,1.78,60348.0,organic,Southeast
2017-04-09,2017,4,9,1.34,85743.0,organic,Southeast
2017-04-02,2017,4,2,1.51,81062.0,organic,Southeast
2017-03-26,2017,3,26,1.48,75770.0,organic,Southeast
2017-03-19,2017,3,19,1.58,52791.0,organic,Southeast
2017-03-12,2017,3,12,1.41,63661.0,organic,Southeast
2017-03-05,2017,3,5,1.11,95526.0,organic,Southeast
2017-02-26,2017,2,26,1.12,89222.0,organic,Southeast
2017-02-19,2017,2,19,1.39,65606.0,organic,Southeast
2017-02-12,2017,2,12,1.29,69669.0,organic,Southeast
2017-02-05,2017,2,5,1.54,52925.0,organic,Southeast
2017-01-29,2017,1,29,1.43,53543.0,organic,Southeast
2017-01-22,2017,1,22,1.36,58686.0,organic,Southeast
2017-01-15,2017,1,15,1.36,63939.0,organic,Southeast
2017-01-08,2017,1,8,1.41,61788.0,organic,Southeast
2017-01-01,2017,1,1,1.43,49778.0,organic,Southeast
2017-12-31,2017,12,31,1.82,2469.0,organic,Spokane
2017-12-24,2017,12,24,1.77,4468.0,organic,Spokane
2017-12-17,2017,12,17,2.14,2675.0,organic,Spokane
2017-12-10,2017,12,10,2.06,2722.0,organic,Spokane
2017-12-03,2017,12,3,1.92,2575.0,organic,Spokane
2017-11-26,2017,11,26,2.04,3285.0,organic,Spokane
2017-11-19,2017,11,19,2.2,2839.0,organic,Spokane
2017-11-12,2017,11,12,2.17,3114.0,organic,Spokane
2017-11-05,2017,11,5,2.54,2597.0,organic,Spokane
2017-10-29,2017,10,29,2.48,2798.0,organic,Spokane
2017-10-22,2017,10,22,2.11,3628.0,organic,Spokane
2017-10-15,2017,10,15,2.55,2820.0,organic,Spokane
2017-10-08,2017,10,8,2.74,2803.0,organic,Spokane
2017-10-01,2017,10,1,2.88,2414.0,organic,Spokane
2017-09-24,2017,9,24,2.95,2418.0,organic,Spokane
2017-09-17,2017,9,17,2.94,2375.0,organic,Spokane
2017-09-10,2017,9,10,2.86,2914.0,organic,Spokane
2017-09-03,2017,9,3,2.93,3048.0,organic,Spokane
2017-08-27,2017,8,27,2.84,2078.0,organic,Spokane
2017-08-20,2017,8,20,2.76,2233.0,organic,Spokane
2017-08-13,2017,8,13,2.55,3503.0,organic,Spokane
2017-08-06,2017,8,6,2.45,3628.0,organic,Spokane
2017-07-30,2017,7,30,2.38,3375.0,organic,Spokane
2017-07-23,2017,7,23,2.66,3011.0,organic,Spokane
2017-07-16,2017,7,16,2.55,3536.0,organic,Spokane
2017-07-09,2017,7,9,2.2,4236.0,organic,Spokane
2017-07-02,2017,7,2,2.56,3960.0,organic,Spokane
2017-06-25,2017,6,25,2.5,3368.0,organic,Spokane
2017-06-18,2017,6,18,1.71,4526.0,organic,Spokane
2017-06-11,2017,6,11,1.45,6066.0,organic,Spokane
2017-06-04,2017,6,4,1.56,5719.0,organic,Spokane
2017-05-28,2017,5,28,1.48,5871.0,organic,Spokane
2017-05-21,2017,5,21,1.53,4712.0,organic,Spokane
2017-05-14,2017,5,14,1.56,5225.0,organic,Spokane
2017-05-07,2017,5,7,1.58,5023.0,organic,Spokane
2017-04-30,2017,4,30,1.72,4577.0,organic,Spokane
2017-04-23,2017,4,23,1.77,4479.0,organic,Spokane
2017-04-16,2017,4,16,1.57,4884.0,organic,Spokane
2017-04-09,2017,4,9,1.76,4857.0,organic,Spokane
2017-04-02,2017,4,2,1.32,5923.0,organic,Spokane
2017-03-26,2017,3,26,1.02,8348.0,organic,Spokane
2017-03-19,2017,3,19,1.91,3319.0,organic,Spokane
2017-03-12,2017,3,12,1.19,5021.0,organic,Spokane
2017-03-05,2017,3,5,1.38,3789.0,organic,Spokane
2017-02-26,2017,2,26,1.64,3681.0,organic,Spokane
2017-02-19,2017,2,19,2.34,2274.0,organic,Spokane
2017-02-12,2017,2,12,1.66,3674.0,organic,Spokane
2017-02-05,2017,2,5,1.09,3240.0,organic,Spokane
2017-01-29,2017,1,29,1.26,4306.0,organic,Spokane
2017-01-22,2017,1,22,1.28,3750.0,organic,Spokane
2017-01-15,2017,1,15,1.17,4471.0,organic,Spokane
2017-01-08,2017,1,8,1.16,4114.0,organic,Spokane
2017-01-01,2017,1,1,1.21,2870.0,organic,Spokane
2017-12-31,2017,12,31,1.54,12275.0,organic,StLouis
2017-12-24,2017,12,24,1.67,5124.0,organic,StLouis
2017-12-17,2017,12,17,1.63,5955.0,organic,StLouis
2017-12-10,2017,12,10,1.72,5723.0,organic,StLouis
2017-12-03,2017,12,3,1.81,6102.0,organic,StLouis
